      -0.3141592654E+001         0.7503404785E-019         0.2333534785E-016         0.8536391650E-017        -0.1054387342E-016         0.1804770216E-015         0.1941363512E-015        -0.9435457331E-016         0.8943955463E-016         0.0000000000E+000        -0.4017794470E-015        -0.2069205549E-015        -0.7377411766E-014        -0.5367198217E-014         0.4718956490E-014        -0.4817753891E-015        -0.3033613631E-015         0.2337749136E-015         0.1740954274E-015        -0.3592929403E-014         0.5407149897E-015        -0.6116583822E-012        -0.3721306045E-014        -0.5968389840E-015         0.5532860318E-015         0.7443129562E-015        -0.2004804932E-013        -0.1160578007E-012        -0.3543918819E-009        -0.3004734050E-010        -0.2964504896E-010        -0.5223658382E-012        -0.3306942569E-012        -0.2896427005E-011         0.2543398134E-011        -0.1287371881E-012         0.7845463412E-014        -0.4545024112E+004        -0.3784079897E-013        -0.1701793650E-013        -0.1745614558E-012        -0.5071927941E-012        -0.2953609904E-014        -0.1699480564E-012        -0.1387207428E-012        -0.5455391681E-013         0.8981037661E-007         0.3073759429E-012         0.2141018735E-006        -0.1814381766E-012         0.7925064513E-005         0.1162995067E-010         0.6941799705E-001        -0.1699411042E-001         0.9620241609E-008        -0.8321358107E-011         0.8086230586E-004         0.1783629725E-006        -0.8659912225E-002         0.8413951971E-014         0.2743717746E-009        -0.6126440705E-015         0.1902051447E-014
      -0.3110176727E+001        -0.6843318630E-018        -0.1376619789E-016        -0.3014230037E-017         0.5328705902E-016        -0.6490990675E-016         0.0000000000E+000        -0.3297429231E-016         0.4516735472E-015         0.3034753743E-015        -0.9222024004E-016        -0.7949961464E-016        -0.1578520026E-013        -0.2211187857E-014        -0.2523817795E-014         0.4903979967E-015        -0.2987317462E-015        -0.4783091854E-015        -0.1945709312E-014        -0.1477395125E-012        -0.5989586318E-015         0.1277797040E-015         0.4091499377E-014        -0.7655550690E-015         0.7164912415E-015         0.9476288836E-016        -0.2056903575E-013        -0.1551662887E-012        -0.2620759469E-009        -0.2202577719E-010        -0.2342140206E-010        -0.5284225742E-012        -0.9164455824E-013        -0.7477836567E-012         0.3903574211E-012        -0.8106206252E-013         0.9087688651E-015        -0.4545077751E+004        -0.1371565621E-013         0.5450487701E-013         0.1013963622E-012         0.6414654273E-013        -0.4430507419E-014        -0.7570648833E-013        -0.4079889525E-013        -0.8639048425E-013         0.4049936691E-007         0.1160182939E-012        -0.1588859598E-006         0.4142143163E-012        -0.2292975087E-005         0.1285656795E-011         0.6946089619E-001        -0.4125971944E-004         0.2230943479E-010        -0.5727865023E-011         0.3965466966E-004         0.1762652741E-005        -0.3249912565E-001        -0.7649900915E-015         0.1996769870E-008         0.7909701853E-016         0.2321947230E-015
      -0.3078760801E+001        -0.8855126511E-018         0.2160855701E-017         0.6063256234E-018         0.9113205849E-016         0.2580155465E-015        -0.3392849815E-015        -0.1518814379E-015         0.2234141661E-015         0.1899715763E-015         0.1798912704E-015         0.1976956517E-015        -0.4276143236E-014        -0.1202975297E-014         0.2397208385E-014         0.3892829867E-016        -0.9823774730E-016        -0.3150371640E-015        -0.7744462169E-015        -0.1953032565E-014         0.0000000000E+000        -0.3947249207E-012        -0.2090567428E-015        -0.5018957622E-015        -0.6120995660E-015         0.1675769298E-014        -0.1401325974E-013        -0.2023504589E-012        -0.2537512008E-009        -0.1510498102E-010        -0.2318172133E-010        -0.5080903011E-012        -0.8048736402E-013        -0.6564235165E-012         0.2805104138E-012        -0.1125260266E-012         0.3434488981E-014         0.4545130853E+004         0.5098642400E-013        -0.7193165025E-012         0.1522762775E-012        -0.1006839764E-012        -0.9283222092E-014        -0.7567492934E-013        -0.3671766618E-013        -0.3183407814E-013         0.3807972947E-007         0.3756271745E-013        -0.1459264433E-006         0.4276545597E-012        -0.2007764308E-005         0.6956269097E-012         0.6948370982E-001        -0.1192113724E-002         0.6488762094E-009        -0.3185181359E-011         0.1625076788E-004         0.3187633901E-004        -0.8953436599E-001        -0.3762589744E-015         0.1681804346E-009         0.6198350837E-016        -0.1064845485E-015
      -0.3047344874E+001        -0.1463395986E-017        -0.3152185325E-016         0.1828592263E-017        -0.2691017377E-016        -0.2248056440E-015        -0.2403351575E-015        -0.1056249806E-015         0.7070574178E-016         0.1511720317E-015         0.2950835566E-015        -0.1957897566E-015        -0.3967003233E-013        -0.3252831842E-014        -0.1711260501E-014        -0.1012635950E-014        -0.9994457803E-015         0.6285935155E-015         0.2439097494E-014        -0.3186431931E-014        -0.3509015796E-014        -0.1068294964E-011        -0.3670713489E-015        -0.5655967003E-015        -0.7612110763E-016        -0.2882277803E-015        -0.3351441252E-013        -0.1041911249E-011        -0.8136385443E-009        -0.1206059656E-009        -0.4125262579E-010        -0.2574342125E-011        -0.2377751951E-012        -0.2776719242E-011         0.2536690437E-011        -0.1737253298E-011         0.7137381038E-013        -0.4545183204E+004         0.6048911490E-013         0.3296129300E-012        -0.4051191661E-012        -0.2542773832E-012        -0.9958702071E-013        -0.1586659182E-012        -0.6527321294E-013        -0.1455593331E-012         0.1254309733E-006         0.1924450233E-012         0.4484908728E-006         0.5045246411E-013        -0.3055249285E-004        -0.1529276040E-010         0.6948948243E-001        -0.4920972044E-001         0.2606669468E-007        -0.1020322429E-011         0.1135602676E-004        -0.1297816088E-003         0.1292464505E-006         0.3195988561E-009        -0.3901897270E-015         0.0000000000E+000         0.2187694553E-016
      -0.3015928947E+001        -0.4017897184E-018         0.1568254234E-016        -0.2694998094E-016         0.3508569487E-016        -0.3201242851E-016        -0.3110442700E-015        -0.1520833373E-015         0.3590870562E-015         0.4135779469E-015         0.5988773972E-015         0.5333978341E-015        -0.8707538827E-014        -0.2387424818E-015         0.8179277726E-016        -0.1542920948E-015         0.5230810995E-015        -0.2799578231E-015         0.9608790662E-015         0.2918889451E-014         0.5328999757E-014         0.1088770261E-011         0.1407352135E-014         0.1271001764E-015         0.1436527434E-014         0.6479446483E-015         0.1735015963E-013         0.5244395960E-012         0.4010350717E-009         0.5943536991E-010         0.7572043837E-011         0.9551231744E-012         0.6440222086E-012         0.6670152315E-011        -0.6838041269E-011        -0.9854937713E-012         0.2062830662E-013        -0.4545235845E+004         0.6642978512E-014        -0.2761727521E-013        -0.1525340041E-012         0.2041203495E-012         0.1485425350E-012         0.1650530127E-012         0.3263515901E-013         0.6369824707E-013        -0.1245798853E-006        -0.4088374175E-013        -0.3950112122E-006        -0.6608692202E-013         0.4753329412E-004         0.1540273804E-010        -0.6947740531E-001         0.1058114682E+000        -0.5507265929E-007         0.9598358126E-012        -0.1121713876E-004         0.6085870871E-005        -0.4722269205E-009         0.4852937421E-017        -0.2653726093E-008         0.1955197557E-015         0.1112780560E-016
      -0.2984513021E+001        -0.2530446234E-017         0.8514619342E-017        -0.2338001048E-016        -0.1352576793E-017        -0.6385946831E-016         0.1214916110E-015        -0.3366656507E-015        -0.9755087559E-015        -0.1615571104E-014        -0.4281849650E-015         0.0000000000E+000        -0.7038918392E-014        -0.6349525870E-015        -0.1950838057E-014         0.3589272504E-015         0.5410311357E-015         0.1028141951E-015         0.3720643365E-014         0.4048803978E-014         0.4464175851E-014         0.1064906469E-011        -0.1059143426E-014         0.6445285752E-015         0.5717507466E-015         0.8029859174E-015         0.1162256937E-013         0.7813035538E-012         0.4023329260E-009         0.6449229315E-010         0.2810899013E-011         0.8738508314E-012         0.7151852361E-012         0.7812673072E-011        -0.8237187419E-011        -0.1083180692E-011         0.2298472460E-013         0.4545287456E+004         0.5257992490E-013        -0.1665792101E-012        -0.8870702362E-012         0.1643071487E-011        -0.8642874822E-012         0.2672895300E-013        -0.6526717128E-013         0.5461389647E-013        -0.1378763145E-006         0.1241795986E-012        -0.4538700134E-006         0.6143509423E-013         0.6810540042E-004         0.1830262534E-010        -0.6944819951E-001         0.6064123814E-003        -0.7475816025E-010         0.1137750317E-011        -0.1074237275E-004        -0.8738250455E-006         0.1532494166E-010         0.2632206445E-016        -0.2163214846E-008        -0.1833928826E-014        -0.2881137531E-015
      -0.2953097094E+001        -0.7632431620E-018         0.3673776265E-016         0.0000000000E+000        -0.1544913535E-015         0.3663868440E-015         0.3830685913E-015         0.7225074946E-015         0.5963739845E-015         0.7974890738E-015         0.3168653240E-015         0.1370615391E-015        -0.5427970734E-014        -0.1775597470E-015         0.3576129671E-015         0.4010754498E-015         0.7397042285E-015         0.6740107345E-016        -0.9936549289E-015         0.5447707758E-015         0.6529642468E-015        -0.7207822431E-012        -0.1895394649E-014        -0.1307112377E-014        -0.1232248327E-014        -0.1534942696E-015         0.1467522984E-014         0.1062922913E-009         0.4088448176E-012         0.1036975879E-009         0.2778929463E-011         0.1333361075E-011         0.6531866980E-012         0.7196640665E-011        -0.6977593919E-011        -0.1097426791E-011         0.2936104652E-013        -0.4545338451E+004        -0.1669252370E-013         0.2550239305E-014         0.8905350824E-013         0.5163974894E-013         0.0000000000E+000         0.1464849294E-012        -0.1386855276E-012         0.7284120306E-013        -0.1293278987E-006         0.2811078117E-012        -0.3453273312E-006        -0.2679207913E-013         0.8857467384E-004         0.1772326086E-010        -0.6940434802E-001         0.6883843600E-003        -0.1150285061E-009         0.1077090351E-011        -0.1008781385E-004        -0.1619947549E-005         0.1604814001E-010        -0.1416869917E-015         0.1530965356E-010        -0.2582320886E-015        -0.1724110065E-015
      -0.2921681168E+001        -0.5494524984E-018        -0.1449891594E-017        -0.1914133303E-018        -0.2021593990E-018         0.9150935159E-017        -0.9696053975E-018        -0.2158982800E-017         0.6020459900E-017        -0.1738526389E-017        -0.2818149904E-017        -0.5304413647E-017        -0.6346005925E-014        -0.3369362444E-015        -0.2244511901E-015        -0.2067675516E-016         0.2484993290E-017         0.1558131317E-017         0.3141788907E-016         0.4913172960E-016         0.4937094698E-016         0.2757316660E-014         0.3377784428E-017         0.2068215709E-016         0.2928231970E-016        -0.9025544089E-018        -0.5287048304E-017         0.1929980970E-015         0.4857461613E-016        -0.4793515848E-015        -0.1381652093E-015         0.2000130182E-016        -0.4430969170E-015        -0.2464623976E-015        -0.4712722423E-015         0.1711238060E-015        -0.4072629313E-016        -0.4545388437E+004         0.2543078109E-016        -0.5092837393E-017         0.1805504532E-016        -0.2139170859E-016         0.1154076080E-016         0.4136794915E-016         0.9186168777E-016        -0.4819158350E-016        -0.3680652307E-012         0.1893495114E-015         0.2107922549E-011         0.1662891856E-015         0.6280737652E-010         0.1480546177E-015         0.6934184194E-001         0.3404164437E-010         0.6362728731E-014        -0.2897049419E-014         0.8329765808E-011        -0.1018793486E-009         0.5462448038E-014         0.3499143169E-016         0.5158366308E-011         0.2324660271E-015         0.6568750083E-016
      -0.2890265241E+001        -0.9790531607E-018         0.0000000000E+000        -0.3112824803E-017         0.2616980187E-016        -0.4761437441E-016        -0.1093434773E-016         0.1064018438E-016        -0.1292449067E-015         0.3625260349E-016        -0.1552239550E-015         0.1220721660E-015        -0.7839752157E-014        -0.5407562787E-015         0.3316676167E-015        -0.2435856947E-016         0.1076180314E-015        -0.9857966585E-016        -0.9134709320E-015         0.5577295479E-015         0.2263457867E-014         0.3412453543E-012         0.1264803107E-015         0.2944265461E-014         0.1501097747E-014         0.5795707207E-015         0.1122171084E-015        -0.1631273519E-010        -0.2096356147E-013         0.4288160849E-011         0.2072946848E-013         0.3048789914E-013         0.3092588419E-013         0.4419890363E-012        -0.3414415739E-012        -0.1636766879E-012         0.5945191961E-014        -0.4545438672E+004         0.3208474760E-014         0.3511066524E-014        -0.6360557498E-014         0.0000000000E+000        -0.4727398805E-013         0.4786502076E-013        -0.3262813180E-013         0.1480633177E-013        -0.2120855532E-007         0.7086244843E-013         0.4120150115E-007        -0.7336223470E-013         0.4021550756E-005         0.3762064924E-011        -0.6925771819E-001        -0.1498261731E-001         0.7226960929E-008        -0.1603056478E-010         0.7055641424E-005         0.3950007319E-010        -0.1551760675E-015         0.9229746925E-017         0.2164285132E-008         0.2441519659E-015         0.1557581543E-016
      -0.2858849315E+001        -0.7465795006E-018         0.3492296188E-017         0.0000000000E+000        -0.1633202243E-015        -0.1489204211E-016        -0.8763974874E-016        -0.1930415010E-017         0.3679618057E-016         0.6066098596E-016        -0.6414276786E-017         0.2195186924E-016        -0.7273633890E-014        -0.8595615001E-015         0.2131936103E-015         0.2574538669E-015         0.2420131984E-016        -0.1423570197E-016        -0.1918043737E-016         0.2340653026E-015         0.1592052328E-014         0.1650261024E-012        -0.1008018757E-014        -0.6755505512E-015        -0.3734789299E-015         0.1550358524E-015        -0.1964960636E-014        -0.1526685488E-010        -0.3678502721E-013         0.2991599515E-011         0.3039188905E-015         0.1686736742E-013         0.9877178610E-013         0.1743931055E-011        -0.3152415394E-011        -0.1136078635E-012        -0.1330321915E-015         0.3944919650E-015         0.8765750201E-015        -0.3119685904E-014        -0.6736429655E-014        -0.4545487812E+004        -0.1754430529E-014         0.4140328753E-014         0.0000000000E+000         0.2278794073E-014        -0.3405654492E-008         0.3847434693E-014         0.4373127336E-008         0.1005004534E-013        -0.8763783855E-004         0.4733291913E-011        -0.6915730965E-001        -0.1648775583E-002         0.7325445291E-009         0.1699765875E-009        -0.9175921468E-003        -0.6803138664E-003         0.2839262038E-008         0.5030140090E-016         0.3630043244E-012         0.6053611845E-016         0.5537290405E-017
